Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2022-06-23,1,48000,485,8 out of 17,Carpet Area,"Kanakia Sevens, Andheri East",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-04-29,1,10000,225,7 out of 8,Super Area,Kanjurmarg East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-16,1,32000,478,4 out of 11,Carpet Area,"Blue Monarch, Marol",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-10,3,32000,1200,4 out of 5,Super Area,"Ishwardas Bhuvan CHS, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-07,2,36000,620,3 out of 14,Carpet Area,Datta Pada,Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-06-08,1,22000,280,3 out of 7,Carpet Area,"Suryodaya CHS, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-20,1,5500,385,3 out of 9,Carpet Area,"Manibhadra Avenue, Morya Nagar",Mumbai,Unfurnished,Family,1,Contact Agent
2022-05-25,3,15000,704,5 out of 17,Carpet Area,Thane-Kalyan-Dombivli,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-29,2,40000,710,3 out of 4,Carpet Area,Anushakti Nagar,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-29,1,28000,525,2 out of 8,Super Area,"Balkrishna, Goregaon East",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-30,1,11000,390,Ground out of 4,Carpet Area,Mira Road East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-07-06,2,40000,755,12 out of 31,Carpet Area,"Omkar Ananta, Goregaon East",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-27,2,45000,700,3 out of 7,Carpet Area,Oshiwara,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-10,2,180000,1000,6 out of 10,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-24,3,160000,2000,Upper Basement out of 30,Carpet Area,"Flora Heights, Andheri West",Mumbai,Furnished,Family,3,Contact Agent
2022-07-01,2,36000,650,3 out of 4,Carpet Area,Tata Nagar,Mumbai,Unfurnished,Family,2,Contact Agent
2022-06-30,1,59000,470,26 out of 42,Carpet Area,"Lodha New Cuffe Parade, Bhakti Park",Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
2022-06-30,1,40000,450,3 out of 8,Carpet Area,"TATA Housing Merwanjee Cama Park, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-10,2,40000,625,6 out of 10,Super Area,Goregaon West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,2,72000,700,3 out of 9,Carpet Area,Gulmohar Road,Mumbai,Furnished,Bachelors,2,Contact Agent
2022-07-07,2,40000,600,4 out of 10,Carpet Area,"Mindspace, Mindspace",Mumbai,Unfurnished,Family,2,Contact Agent
2022-06-11,2,16000,600,2 out of 3,Carpet Area,Nerul sector-3,Mumbai,Unfurnished,Family,1,Contact Owner
2022-06-27,2,50000,1100,14 out of 22,Super Area,"Magnum Tower CHS, Lokhandwala Complex",Mumbai,Furnished,Bachelors/Family,4,Contact Agent
2022-05-27,1,24000,370,5 out of 8,Carpet Area,"Kanakia Sanskruti, Thakur Complex",Mumbai,Semi-Furnished,Family,1,Contact Agent
2022-07-09,2,65000,950,2 out of 45,Carpet Area,"DB Woods, Gokuldham",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-07,2,33000,825,12 out of 13,Super Area,Mulund East,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-16,2,27000,650,2 out of 7,Carpet Area,Kandivali West,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-06-14,2,52000,750,2 out of 9,Carpet Area,Oshiwara,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-29,3,95000,900,4 out of 9,Carpet Area,"Dosti Flamingo, Sewri",Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-07-06,2,68000,805,12 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-07-09,2,48000,742,17 out of 36,Carpet Area,"Runwal Forests, Kanjurmarg West",Mumbai,Unfurnished,Family,2,Contact Agent
2022-06-30,2,32000,550,4 out of 7,Carpet Area,"Shiv Ganga Apartment, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-13,2,42000,745,10 out of 11,Carpet Area,"Akruti Orchid Park, Sakinaka Junction",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-31,2,60000,800,2 out of 7,Carpet Area,"Kenmore Apartment, Lokhandwala Complex",Mumbai,Furnished,Family,2,Contact Agent
2022-06-12,3,51500,1265,10 out of 28,Carpet Area,"Ambrosia Apartment, Borivali East",Mumbai,Unfurnished,Family,3,Contact Agent
2022-07-09,3,130000,1800,10 out of 16,Super Area,Lokhandwala Complex,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
2022-06-27,1,25000,325,17 out of 24,Carpet Area,"Mahalaxmi CHS, Worli",Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2022-07-09,2,85000,902,41 out of 41,Carpet Area,"Lodha Fiorenza, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-06,3,98000,1233,14 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-06-12,2,100000,750,Ground out of 6,Super Area,Peddar Road,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2022-05-21,2,65000,600,14 out of 17,Carpet Area,"Platinum Prive, Andheri West",Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-06-24,1,23000,500,3 out of 9,Super Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-07-02,2,40000,600,15 out of 20,Carpet Area,Tilak Nagar - Harbour Line,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-23,3,45000,950,15 out of 17,Carpet Area,IC Colony,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
2022-06-27,1,40000,680,5 out of 7,Super Area,"Ballerina Apartment, Lokhandwala Complex",Mumbai,Furnished,Bachelors/Family,4,Contact Agent
2022-07-07,1,23500,400,1 out of 7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-07-07,4,250000,2120,46 out of 76,Carpet Area,"Lodha Marquise, Worli Sea Face",Mumbai,Furnished,Bachelors/Family,5,Contact Agent
2022-07-01,3,110000,1350,12 out of 20,Carpet Area,"Atur Park, Chembur",Mumbai,Semi-Furnished,Bachelors,4,Contact Agent
2022-06-20,3,150000,1600,6 out of 7,Carpet Area,JVPD Scheme,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-03,1,22000,430,4 out of 6,Carpet Area,Thakur Complex,Mumbai,Unfurnished,Family,1,Contact Agent
2022-07-09,4,150000,1937,20 out of 30,Carpet Area,"Raj Grandeur, Powai",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-06-07,2,75000,700,4 out of 7,Carpet Area,Santacruz West,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-22,2,41000,780,14 out of 18,Carpet Area,"Nirmal Lifestyle, LBS Marg",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-02,4,150000,1300,5 out of 13,Carpet Area,"Kabra Centroid, Kalina",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-06-20,3,150000,1350,18 out of 32,Carpet Area,"Transcon Triumph, Lokhandwala Complex",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-14,2,53000,750,5 out of 18,Carpet Area,Chembur,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-05-31,4,140000,1400,10 out of 25,Carpet Area,"Adani Western Heights, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-28,4,200000,2000,17 out of 29,Carpet Area,"Raj Grandeur, Hiranandani Gardens",Mumbai,Furnished,Bachelors/Family,5,Contact Agent
2022-06-30,2,65000,850,10 out of 31,Carpet Area,"Vishnu Shivam Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-05-23,1,48000,500,4 out of 9,Carpet Area,Gulmohar Road,Mumbai,Furnished,Bachelors,1,Contact Agent
2022-07-09,2,75000,900,10 out of 15,Super Area,"7 Bungalow, Seven Bungalows",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-23,2,39000,750,1 out of 3,Carpet Area,"Takshila CHS, Andheri East",Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-07-09,3,70000,1100,18 out of 22,Carpet Area,Chandivali,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-01,4,1200000,5000,4 out of 15,Carpet Area,Juhu,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-04-29,1,25000,596,1 out of 7,Super Area,Kandivali West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-28,2,45000,680,3 out of 4,Carpet Area,"DLH Orchid, Lokhandwala Complex",Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-05-17,4,190000,1950,11 out of 21,Carpet Area,"Godrej Serenity Mumbai, Chembur",Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
2022-07-09,3,140000,1350,18 out of 32,Carpet Area,"Transcon Triumph, Lokhandwala Complex",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-01,1,35000,510,3 out of 4,Carpet Area,Chakala Cigarette Factory,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-20,1,60000,500,5 out of 7,Carpet Area,"Green Gate Apartment, Pali Hill",Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2022-04-29,1,15000,375,13 out of 16,Super Area,Kanjurmarg East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-21,1,39000,500,2 out of 7,Carpet Area,Model Town,Mumbai,Furnished,Family,1,Contact Agent
2022-05-13,3,190000,1500,8 out of 10,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-20,3,84000,1000,18 out of 21,Carpet Area,"Lake Primrose, Powai",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-05-31,3,68000,1260,27 out of 58,Carpet Area,"Alta Monte, Pathanwadi",Mumbai,Unfurnished,Family,3,Contact Agent
2022-06-12,1,26000,475,8 out of 20,Carpet Area,"Dreams Complex, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-20,2,42000,620,6 out of 11,Carpet Area,"NG Royal Park, Kanjurmarg East",Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-06-28,1,35000,490,1 out of 6,Carpet Area,Mukund Nagar,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2022-07-09,2,44000,710,13 out of 18,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-31,2,60000,720,4 out of 7,Carpet Area,Sindhi Society Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-23,2,45000,770,2 out of 12,Carpet Area,Goregaon West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-04,3,250000,1600,19 out of 25,Super Area,"Chaitanya Towers, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-23,1,65000,500,Ground out of 5,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2022-05-14,1,20000,350,1 out of 8,Super Area,Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-09,2,75000,1000,3 out of 15,Super Area,"7 Bungalow, Seven Bungalows",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-09,5,500000,3900,4 out of 6,Carpet Area,Altamount Road,Mumbai,Furnished,Bachelors/Family,5,Contact Agent
2022-06-30,3,140000,1000,3 out of 7,Carpet Area,Juhu,Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-07-06,2,45000,660,25 out of 43,Carpet Area,"Wadhwa Atmoshphere, Mulund West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-25,1,9400,600,4 out of 6,Super Area,Bhayandar East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-22,2,100000,900,2 out of 12,Carpet Area,Santacruz West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-20,2,65000,750,2 out of 3,Carpet Area,"Ganpat Niketan Apartment, Khar West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-05-31,2,230000,1000,2 out of 7,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-05-19,3,180000,1500,7 out of 12,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-19,2,180000,1200,7 out of 12,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-06-25,3,120000,1200,10 out of 14,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-07-07,1,20000,280,11 out of 24,Carpet Area,Century Bazaar,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-05-19,2,130000,1000,10 out of 12,Carpet Area,Khar West,Mumbai,Furnished,Bachelors,2,Contact Agent
2022-05-19,3,400000,1800,7 out of 14,Carpet Area,Pali Hill,Mumbai,Semi-Furnished,Bachelors,4,Contact Agent
2022-06-22,2,75000,694,1 out of 7,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-31,5,350000,3250,12 out of 18,Carpet Area,Deonar,Mumbai,Unfurnished,Family,5,Contact Agent
2022-04-29,3,100000,1740,21 out of 22,Super Area,Powai,Mumbai,Furnished,Bachelors/Family,4,Contact Owner
2022-06-16,2,55000,750,8 out of 14,Carpet Area,Chembur,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-14,3,70000,1000,12 out of 20,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-29,1,30000,500,3 out of 4,Super Area,Sion,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2022-06-28,4,330000,2000,11 out of 12,Carpet Area,Mehboob Studio,Mumbai,Semi-Furnished,Bachelors,5,Contact Agent
2022-06-13,1,75000,550,7 out of 10,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-27,1,14000,270,6 out of 7,Carpet Area,Poisar,Mumbai,Unfurnished,Bachelors,1,Contact Owner
2022-07-06,3,130000,960,9 out of 21,Carpet Area,7 Bungalows Andheri West,Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-04-29,3,40000,1200,2 out of 4,Super Area,Kandivali West,Mumbai,Semi-Furnished,Family,2,Contact Owner
2022-05-27,2,46000,710,15 out of 18,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-07-04,1,27000,472,13 out of 14,Carpet Area,"Marathon Embryo, Bhandup West",Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-26,2,95000,1000,10 out of 13,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-09,2,94000,800,14 out of 18,Carpet Area,"Kanakia Hollywood, Sai Nagar",Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-06-30,2,40000,650,7 out of 11,Carpet Area,"Gaurav Heights, Kandivali West",Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-07-04,3,150000,1300,6 out of 7,Carpet Area,Seven Bungalows,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-07-07,2,30000,600,2 out of 5,Carpet Area,"Gokul Apartment, Evershine Nagar",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-16,2,95000,750,7 out of 10,Carpet Area,Opera House,Mumbai,Furnished,Bachelors,2,Contact Agent
2022-06-16,2,130000,890,45 out of 77,Carpet Area,"Lodha The Park, Worli",Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-05-27,1,14000,421,3 out of 4,Carpet Area,Borivali East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-05-27,3,100000,1300,12 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-07-05,1,35000,350,2 out of 3,Super Area,Dadar West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-07,2,57000,800,5 out of 20,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-06,2,45000,650,5 out of 6,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-29,1,11000,650,18 out of 19,Super Area,Mira Road,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,2,50000,650,10 out of 20,Carpet Area,"Sheth Montana, Mulund West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-27,2,35000,680,12 out of 20,Carpet Area,"Parinee Adney, Borivali West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-07-06,2,100000,800,1 out of 5,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-07-06,3,130000,1250,12 out of 29,Carpet Area,"Adani Western Heights, 4 Bunglows",Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-05-23,1,52000,475,10 out of 18,Carpet Area,Shivaji Park,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-07-07,2,28000,600,1 out of 5,Carpet Area,"Gokul Apartment, Evershine Nagar",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-04-29,1,18000,450,2 out of 4,Super Area,"Nem Vihar, Mulund West",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,1,30000,400,3 out of 6,Super Area,Bhatti Pada,Mumbai,Unfurnished,Bachelors,1,Contact Owner
2022-07-06,3,45000,985,Lower Basement out of 18,Carpet Area,"Gemstar Symphony Apartment, Kandivali West",Mumbai,Unfurnished,Family,3,Contact Agent
2022-05-27,3,130000,1450,3 out of 7,Carpet Area,Shivaji Park,Mumbai,Unfurnished,Bachelors,3,Contact Agent
2022-05-27,2,58000,650,15 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-07-06,2,65000,805,48 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-27,1,24000,650,3 out of 4,Super Area,Malad East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-09,1,54500,515,12 out of 42,Carpet Area,"Lodha New Cuffe Parade, Wadala East",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-12,3,70000,1000,15 out of 20,Carpet Area,Chandivali,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-07,3,67000,1050,6 out of 8,Carpet Area,Chembur,Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-07-09,2,75000,777,17 out of 22,Carpet Area,"Hiranandani Castle Rock, Powai",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-11,2,45000,831,16 out of 22,Carpet Area,"Kaustubh Platinum, Datta Pada",Mumbai,Unfurnished,Family,2,Contact Agent
2022-07-06,3,98000,1233,35 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-06-11,1,16000,250,4 out of 10,Carpet Area,Charkop,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,2,95000,900,18 out of 30,Carpet Area,"Oberoi Springs, Andheri West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2022-07-06,2,40000,753,11 out of 31,Carpet Area,"Omkar Ananta, Film City Road",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-10,3,300000,1800,8 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,3,Contact Agent
2022-07-06,2,80000,670,5 out of 17,Carpet Area,Matunga East,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-07-09,4,380000,2800,50 out of 75,Carpet Area,"Omkar 1973, Worli",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-07-09,3,160000,1197,18 out of 26,Carpet Area,"Aristo Pearl Residency, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-27,2,44000,880,12 out of 27,Carpet Area,orchid suburbia,Mumbai,Unfurnished,Bachelors,2,Contact Owner
2022-05-16,2,200000,1000,7 out of 8,Carpet Area,Union Park,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-04-29,2,65000,935,2 out of 7,Super Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,50000,751,16 out of 20,Carpet Area,"Raj Legacy, Vikhroli West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-04,1,6000,200,Ground out of 5,Super Area,"Sonal Apartment, Bhandari Compound",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-13,4,280000,2500,24 out of 55,Carpet Area,"Island City Centre, Dadar East",Mumbai,Semi-Furnished,Bachelors/Family,6,Contact Agent
2022-07-09,1,46000,500,6 out of 8,Carpet Area,"Sundar Nagar, Kalina",Mumbai,Furnished,Family,1,Contact Agent
2022-05-31,1,35000,430,15 out of 23,Carpet Area,"Conwood Astoria, Film City Road",Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2022-07-06,3,75000,1088,16 out of 37,Carpet Area,"Sunteck City Avenue 1, Goregaon West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-10,1,20000,330,4 out of 8,Carpet Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-29,1,25000,400,Upper Basement out of 7,Carpet Area,shanti kutir tunga village powai,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-27,3,110000,1200,6 out of 15,Carpet Area,"Salvation CHS, Dadar West",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-06-28,2,29500,700,2 out of 7,Carpet Area,Borivali West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-07-09,3,53000,1000,16 out of 32,Carpet Area,"Mahindra Splendour, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-12,2,85000,750,11 out of 27,Carpet Area,"Hiranandani Atlantis, Hiranandani Gardens",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-12,1,26000,450,6 out of 10,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-04-29,1,33000,640,11 out of 23,Super Area,Bhandup West,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2022-07-08,3,180000,1190,5 out of 12,Carpet Area,"L Nagpal Ruby, Turner Road",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-23,3,70000,850,5 out of 8,Super Area,Chembur,Mumbai,Unfurnished,Bachelors,3,Contact Agent
2022-07-07,1,17000,330,Ground out of 7,Carpet Area,Jankalyan Nagar,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-05-13,2,37000,685,10 out of 18,Carpet Area,Mulund West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-12,1,27000,400,6 out of 10,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-06-15,1,35500,500,8 out of 13,Carpet Area,"Mayfair Sonata Greens, Park Site Colony",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-05-24,1,24000,550,2 out of 4,Carpet Area,Mulund West,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2022-06-11,4,250000,2500,2 out of 8,Carpet Area,Juhu,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
2022-05-14,3,180000,1100,6 out of 15,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,3,Contact Agent
2022-05-31,2,18500,650,3 out of 12,Carpet Area,"Swayam Apartment, Poonam Gardens",Mumbai,Unfurnished,Family,2,Contact Agent
2022-07-09,3,200000,1400,8 out of 17,Carpet Area,"Hill Road, Bandra West",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-07-04,2,70000,1050,14 out of 15,Carpet Area,"Godrej Prime, Chembur",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-04,3,55000,850,6 out of 7,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,3,Contact Agent
2022-05-23,1,24000,550,Ground out of 4,Carpet Area,Ghatkopar West,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2022-06-23,2,55000,750,5 out of 8,Carpet Area,Chandivali,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-07-09,3,150000,1350,23 out of 25,Carpet Area,"Kalpataru Antariksha, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-25,2,50000,800,5 out of 8,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-06,4,300000,2650,14 out of 48,Carpet Area,"Lodha Bellissimo, Mahalakshmi",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-07-06,3,90100,975,29 out of 35,Carpet Area,Goregaon East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-16,3,57000,1325,15 out of 36,Carpet Area,"Raheja Exotica Sorento, Madh",Mumbai,Furnished,Bachelors/Family,4,Contact Agent
2022-04-29,2,40000,700,3 out of 6,Super Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-09,2,80000,700,3 out of 8,Carpet Area,Hindu Colony,Mumbai,Furnished,Family,2,Contact Agent
2022-06-23,2,95000,850,15 out of 25,Carpet Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-22,1,14000,305,10 out of 24,Carpet Area,Ekta Nagar,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2022-06-14,2,50000,850,8 out of 10,Carpet Area,"Dsk Madhuban, Sakinaka Junction",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-14,2,43000,724,6 out of 11,Carpet Area,"Akruti Orchid Park, Sakinaka Junction",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-12,2,55000,650,8 out of 16,Carpet Area,Andheri West,Mumbai,Furnished,Bachelors,2,Contact Agent
2022-06-16,2,35000,650,5 out of 7,Carpet Area,Nahur Gaothan,Mumbai,Unfurnished,Family,2,Contact Agent
2022-06-15,2,33000,700,15 out of 28,Carpet Area,"Acme Avenue, Kandivali West",Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-05-26,2,47000,785,4 out of 7,Carpet Area,JB Nagar,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
